year,make,model,price,mileage,Miles per gallon,cylinders,fuel,Drive type,Transmission,Color,Bed Length,Motor,Reported by AutoCheck® View History Report,31 City / 40 Hwy,Coverage up to 150000 odometer miles or 48 months Learn More,Prior Use,"Under 20,000 Miles","Balance of 3 Years or 36,000 Miles may apply. See store for details Learn More",Coverage up to 150000 odometer miles or 60 months Learn More,"Third Row Seat, Automated Cruise Control, Leather Seats, Sunroof(s), Apple CarPlay",29 City / 37 Hwy,Range (when new),Time to fully charge battery (240V),"Less than 9,000 miles per year",27 City / 36 Hwy,Take a closer look at the interior and exterior condition of this car. View Photos
2021,Honda,Accord Sport SE,26998,37000,29 city/35 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Silver/Black,,,,,,,,,,,,,,,,
2017,Honda,Pilot Touring,20998,120000,19 city/26 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2016,Honda,Odyssey SE,17998,108000,19 city/28 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2022,Honda,Accord Sport,26998,39000,29 city/35 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Blue/Gray,,,,,,,,,,,,,,,,
2019,Honda,CR-V EX,24998,45000,28 city/34 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2022,Honda,Ridgeline RTL-E,38998,10000,18 city/24 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Blue/Gray,5 ft,,,,,,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport,35998,10000,43 city/36 hwy,4-cyl,Hybrid,Front Wheel Drive,Automatic,White/Black,,,,,,,,,,,,,,,,
2018,Honda,Odyssey EX-L,29998,39000,19 city/28 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Blue/Gray,,,,,,,,,,,,,,,,
2020,Honda,Accord EX-L,27998,23000,30 city/38 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Silver/Black,,,,,,,,,,,,,,,,
2021,Honda,Pilot Special Edition,32998,31000,19 city/26 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2021,Honda,Civic Sport,23998,22000,29 city/37 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,White/Black,,,,,,,,,,,,,,,,
2019,Honda,Civic EX,23998,37000,31 city/40 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Silver/Black,,,,,,,,,,,,,,,,
2015,Honda,CR-V LX,18998,51000,26 city/33 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Brown/Black,,,,,,,,,,,,,,,,
2022,Honda,CR-V EX-L,28998,32000,28 city/34 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2024,Honda,Prologue Touring,42998,1000,,,,All Wheel Drive,,Gray/Black,,Electric,,,,,,,,,,,,,,
2017,Honda,HR-V EX,16998,102000,27 city/31 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Silver/Gray,,,,,,,,,,,,,,,,
2020,Honda,Civic EX,24998,21000,32 city/42 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,White/Black,,,,,,,,,,,,,,,,
2018,Honda,Civic LX,18998,57000,28 city/40 hwy,4-cyl,Gas,Front Wheel Drive,Manual 6 Speed,Black/Black,,,,,,,,,,,,,,,,
2018,Honda,Accord Sport,22998,77000,29 city/35 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Red/Black,,,,,,,,,,,,,,,,
2021,Honda,Civic LX,21998,36000,30 city/38 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Silver/Black,,,,,,,,,,,,,,,,
2019,Honda,Accord Hybrid EX,26998,19000,48 city/48 hwy,4-cyl,Hybrid,Front Wheel Drive,Automatic,Red/Tan,,,,,,,,,,,,,,,,
2020,Honda,CR-V EX,25998,47000,28 city/34 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,White/Red,,,,,,,,,,,,,,,,
2019,Honda,Civic EX,21998,59000,31 city/40 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Red/Black,,,,,,,,,,,,,,,,
2024,Honda,Prologue Touring,42998,1000,,,,All Wheel Drive,,Silver/Gray,,Electric,,,,,,,,,,,,,,
2015,Honda,Civic SE,15998,80000,30 city/39 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Silver/Black,,,,,,,,,,,,,,,,
2023,Honda,Accord EX,28998,2000,29 city/37 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2014,Honda,Pilot EX-L,18998,86000,18 city/25 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Blue/Gray,,,,,,,,,,,,,,,,
2021,Honda,HR-V EX,22998,38000,26 city/31 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2022,Honda,Accord Sport,29998,12000,29 city/35 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2021,Honda,CR-V EX-L,30998,22000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2022,Honda,Civic EX,25998,24000,33 city/42 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Blue/Black,,,,,,,,,,,,,,,,
2023,Honda,Ridgeline Sport,32998,22000,18 city/24 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Silver/Black,5 ft,,,,,,,,,,,,,,,
2024,Honda,Civic SI,32998,3000,27 city/37 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Manual 6 Speed,Black/Red,,,,,,,,,,,,,,,,
2022,Honda,CR-V EX,30998,19000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Black/Gray,,,,,,,,,,,,,,,,
2022,Honda,Accord Sport SE,23998,95000,29 city/35 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2021,Honda,Pilot EX-L,29998,45000,19 city/26 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2012,Honda,Accord LX,12998,111000,23 city/34 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Silver/Gray,,,,,,,,,,,,,,,,
2021,Honda,Odyssey Touring,35998,36000,19 city/28 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Silver/Gray,,,,,,,,,,,,,,,,
2021,Honda,Pilot Special Edition,30998,59000,19 city/26 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Blue/Tan,,,,,,,,,,,,,,,,
2013,Honda,Pilot EX-L,16998,110000,17 city/24 hwy,6-cyl,Gas,Four Wheel Drive,Automatic,Silver/Black,,,,,,,,,,,,,,,,
2016,Honda,Civic LX,17998,79000,31 city/41 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Silver/Black,,,,,,,,,,,,,,,,
2022,Honda,CR-V EX,28998,34000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2020,Honda,CR-V EX,23998,54000,28 city/34 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Black/Gray,,,,,,,,,,,,,,,,
2022,Honda,Civic Touring,26998,27000,31 city/38 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,White/Tan,,,,,,,,,,,,,,,,
2021,Honda,Accord Sport,28998,32000,22 city/32 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,White/Black,,,,,,,,,,,,,,,,
2019,Honda,CR-V EX,25998,44000,27 city/33 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,White/Tan,,,,,,,,,,,,,,,,
2015,Honda,CR-V EX,16998,111000,26 city/33 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Blue/Gray,,,,,,,,,,,,,,,,
2022,Honda,CR-V Touring,29998,49000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,White/Gray,,,,,,,,,,,,,,,,
2018,Honda,Pilot LX,22998,46000,18 city/26 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Silver/Gray,,,,,,,,,,,,,,,,
2021,Honda,CR-V EX,26998,51000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Blue/Black,,,,,,,,,,,,,,,,
2024,Honda,Civic Sport Touring,30998,1000,30 city/37 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Blue/Black,,,,,,,,,,,,,,,,
2013,Honda,Pilot EX-L,16998,104000,17 city/24 hwy,6-cyl,Gas,Four Wheel Drive,Automatic,Silver/Black,,,,,,,,,,,,,,,,
2021,Honda,Accord Sport,25998,57000,29 city/35 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2016,Honda,Odyssey LX,16998,113000,19 city/28 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Blue/Gray,,,,,,,,,,,,,,,,
2021,Honda,CR-V EX-L,28998,50000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Blue/Black,,,Single Owner,,,None,,,Optional MaxCare® plan,,,,,,,Cosmetic photos availableNot yet available on all cars
2021,Honda,Ridgeline Sport,28998,54000,18 city/24 hwy,,,,Automatic,White/Black,5 ft,,Single Owner,,,None,,,Optional MaxCare® plan,,,,,,,Cosmetic photos availableNot yet available on all cars
2016,Honda,Odyssey EX-L,19998,104000,19 city/28 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Black/Tan,,,,,,,,,,,,,,,,
2023,Honda,Odyssey Sport,39998,18000,19 city/28 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Red/Black,,,,,,,,,,,,,,,,
2016,Honda,Accord EX-L,18998,99000,21 city/34 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2015,Honda,Accord LX,16998,83000,27 city/36 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Blue/Gray,,,,,,,,,,,,,,,,
2021,Honda,CR-V EX-L,29998,39000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,White/Black,,,,,,,,,,,,,,,,
2013,Honda,CR-V EX-L,18998,75000,22 city/30 hwy,4-cyl,Gas,All Wheel Drive,Automatic,White/Tan,,,,,,,,,,,,,,,,
2021,Honda,Accord LX,25998,12000,30 city/38 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,39998,5000,40 city/34 hwy,4-cyl,Hybrid,All Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2020,Honda,Accord LX,23998,45000,30 city/38 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Silver/Black,,,,,,,,,,,,,,,,
2021,Honda,CR-V EX,28998,29000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2015,Honda,Civic EX,17998,63000,29 city/38 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Red/Gray,,,,,,,,,,,,,,,,
2017,Honda,CR-V EX-L,22998,71000,27 city/33 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2021,Honda,Pilot Black Edition,34998,48000,19 city/26 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2019,Honda,HR-V Sport,20998,57000,26 city/31 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2022,Honda,Pilot Special Edition,35998,29000,19 city/26 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2019,Honda,Accord LX,20998,50000,30 city/38 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2020,Honda,CR-V EX-L,27998,45000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2020,Honda,CR-V Touring,29998,34000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Black/Gray,,,,,,,,,,,,,,,,
2021,Honda,Pilot Special Edition,30998,35000,20 city/27 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2018,Honda,HR-V LX,15998,119000,27 city/31 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2021,Honda,Accord Sport,27998,22000,29 city/35 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2018,Honda,Civic EX,17998,127000,31 city/40 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2020,Honda,Civic Sport,22998,60000,29 city/37 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2019,Honda,Accord LX,21998,46000,30 city/38 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2023,Honda,Ridgeline Black Edition,38998,15000,18 city/24 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Gray/Black,5 ft,,,,,,,,,,,,,,,
2020,Honda,CR-V EX-L,28998,30000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,White/Gray,,,,,,,,,,,,,,,,
2022,Honda,Civic SI,29998,29000,27 city/37 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Manual 6 Speed,Red/Red,,,,,,,,,,,,,,,,
2017,Honda,Fit LX,14599,106000,29 city/36 hwy,4-cyl,Gas,Front Wheel Drive,Manual 6 Speed,Gray/Black,,,,,,,,,,,,,,,,
2019,Honda,Pilot EX-L,28998,50000,18 city/26 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2021,Honda,CR-V EX-L,30998,22000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2022,Honda,Accord Hybrid EX-L,31998,12000,48 city/48 hwy,4-cyl,Hybrid,Front Wheel Drive,Automatic,Red/Gray,,,,,,,,,,,,,,,,
2020,Honda,Insight Touring,22998,59000,51 city/45 hwy,4-cyl,Hybrid,Front Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2022,Honda,HR-V Sport,23998,36000,27 city/29 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Blue/Black,,,,,,,,,,,,,,,,
2017,Honda,Civic EX,19998,56000,31 city/40 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Silver/Black,,,,,,,,,,,,,,,,
2016,Honda,Odyssey EX-L,21998,81000,19 city/28 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Black/Gray,,,,,,,,,,,,,,,,
2022,Honda,Accord Sport,26998,47000,29 city/35 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2022,Honda,HR-V LX,23998,14000,28 city/34 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2024,Honda,CR-V Hybrid Sport,36998,9000,40 city/34 hwy,4-cyl,Hybrid,All Wheel Drive,Automatic,Red/Black,,,,,,,,,,,,,,,,
2020,Honda,Accord Sport,24998,36000,29 city/35 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Red/Black,,,,,,,,,,,,,,,,
2018,Honda,Civic LX,16998,110000,31 city/40 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2015,Honda,Odyssey EX-L,17998,118000,19 city/28 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Black/Gray,,,,,,,,,,,,,,,,
2017,Honda,Accord LX,15998,126000,27 city/36 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Red/Tan,,,,,,,,,,,,,,,,
2021,Honda,CR-V EX-L,29998,25000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2014,Honda,Odyssey EX-L,17998,116000,19 city/28 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2022,Honda,Civic Touring,25998,38000,31 city/38 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,White/Black,,,,,,,,,,,,,,,,
2016,Honda,Fit LX,16998,57000,33 city/41 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Red/Black,,,,,,,,,,,,,,,,
2017,Honda,HR-V EX-L,20998,52000,27 city/31 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2015,Honda,Accord Sport,17998,80000,26 city/35 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2013,Honda,Odyssey Touring Elite,21998,77000,19 city/28 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Burgundy/Tan,,,,,,,,,,,,,,,,
2022,Honda,Civic SI,26998,52000,27 city/37 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Manual 6 Speed,Black/Red,,,,,,,,,,,,,,,,
2022,Honda,CR-V Hybrid EX-L,35998,12000,,4-cyl,Hybrid,All Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2019,Honda,Civic EX,22998,30000,31 city/40 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,White/Black,,,,,,,,,,,,,,,,
2024,Honda,HR-V Sport,29998,13000,25 city/30 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Green/Black,,,,,,,,,,,,,,,,
2021,Honda,CR-V EX,29998,16000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2019,Honda,Accord Sport,19998,109000,29 city/35 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Silver/Black,,,,,,,,,,,,,,,,
2019,Honda,Insight Touring,24998,29000,51 city/45 hwy,4-cyl,Hybrid,Front Wheel Drive,Automatic,Blue/Cream,,,,,,,,,,,,,,,,
2014,Honda,Odyssey EX-L,16998,126000,19 city/28 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2022,Honda,Passport EX-L,30998,34000,19 city/24 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Silver/Gray,,,,,,,,,,,,,,,,
2020,Honda,CR-V EX,26998,40000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Pearl/Black,,,,,,,,,,,,,,,,
2020,Honda,Accord Sport,26998,24000,22 city/32 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Red/Black,,,,,,,,,,,,,,,,
2021,Honda,Insight Touring,23998,68000,51 city/45 hwy,4-cyl,Hybrid,Front Wheel Drive,Automatic,Red/Gray,,,,,,,,,,,,,,,,
2018,Honda,CR-V LX,25998,16000,25 city/31 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2022,Honda,Ridgeline Black Edition,34998,34000,18 city/24 hwy,6-cyl,Gas,All Wheel Drive,Automatic,White/Black,5 ft,,,,,,,,,,,,,,,
2013,Honda,Accord EX-L,20998,38000,21 city/34 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2022,Honda,Odyssey Elite,48998,7000,19 city/28 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Red/Tan,,,,,,,,,,,,,,,,
2013,Honda,Pilot EX-L,17998,108000,17 city/24 hwy,6-cyl,Gas,Four Wheel Drive,Automatic,Black/Gray,,,,,,,,,,,,,,,,
2018,Honda,Accord EX-L,19998,124000,23 city/34 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2018,Honda,HR-V EX,20998,42000,27 city/31 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Red/Black,,,,,,,,,,,,,,,,
2020,Honda,Pilot EX,26998,50000,18 city/26 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Burgundy/Cream,,,,,,,,,,,,,,,,
2020,Honda,Pilot Black Edition,33998,50000,19 city/26 hwy,6-cyl,Gas,All Wheel Drive,Automatic,Black/Blue,,,,,,,,,,,,,,,,
2023,Honda,Accord EX,27998,9000,29 city/37 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2014,Honda,CR-V EX,17998,77000,22 city/30 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2022,Honda,CR-V Hybrid EX-L,34998,30000,,4-cyl,Hybrid,All Wheel Drive,Automatic,White/Tan,,,,,,,,,,,,,,,,
2019,Honda,CR-V EX-L,25998,54000,27 city/33 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Red/Tan,,,,,,,,,,,,,,,,
2024,Honda,HR-V LX,26998,12000,25 city/30 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2016,Honda,Pilot Touring,20998,120000,19 city/26 hwy,6-cyl,Gas,All Wheel Drive,Automatic,White/Cream,,,,,,,,,,,,,,,,
2021,Honda,Civic Type-R Touring,43998,8000,22 city/28 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Manual 6 Speed,White/Red,,,,,,,,,,,,,,,,
2022,Honda,Accord Sport,29998,10000,29 city/35 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2014,Honda,Odyssey EX,19998,86000,19 city/28 hwy,6-cyl,Gas,Front Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2015,Honda,CR-V EX-L,18998,81000,26 city/33 hwy,4-cyl,Gas,All Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport,33998,12000,43 city/36 hwy,4-cyl,Hybrid,Front Wheel Drive,Automatic,Silver/Black,,,,,,,,,,,,,,,,
2020,Honda,Accord Sport,24998,29000,29 city/35 hwy,4-cyl,Turbo Gas,Front Wheel Drive,Automatic,Gray/Black,,,,,,,,,,,,,,,,
2022,Honda,CR-V EX-L,33998,4000,27 city/32 hwy,4-cyl,Turbo Gas,All Wheel Drive,Automatic,Black/Black,,,,,,,,,,,,,,,,
2016,Honda,Civic EX,18998,81000,31 city/41 hwy,4-cyl,Gas,Front Wheel Drive,Automatic,Gray/Gray,,,,,,,,,,,,,,,,
